img,forward,steering_angle
training_2025-06-14 12:20:46.259662.jpg,0,-1
training_2025-06-14 12:20:46.934289.jpg,0,-1
training_2025-06-14 12:20:47.705267.jpg,0,0
training_2025-06-14 12:20:48.385834.jpg,0,-1
training_2025-06-14 12:20:49.056158.jpg,0,-1
training_2025-06-14 12:20:49.727396.jpg,0,0
training_2025-06-14 12:20:50.406625.jpg,0,0
training_2025-06-14 12:20:51.074979.jpg,0,0
training_2025-06-14 12:20:51.744223.jpg,0,-1
training_2025-06-14 12:20:52.416297.jpg,0,0
training_2025-06-14 12:20:53.166984.jpg,0,0
training_2025-06-14 12:20:53.831162.jpg,0,0
training_2025-06-14 12:20:54.503983.jpg,0,-1
training_2025-06-14 12:20:55.173710.jpg,0,-1
training_2025-06-14 12:20:55.845541.jpg,0,-1
training_2025-06-14 12:20:56.521333.jpg,0,0
training_2025-06-14 12:20:57.194314.jpg,0,0
training_2025-06-14 12:20:57.862135.jpg,0,0
training_2025-06-14 12:20:58.626095.jpg,0,-1
training_2025-06-14 12:20:59.281057.jpg,0,0
training_2025-06-14 12:20:59.956830.jpg,0,0
training_2025-06-14 12:21:00.620850.jpg,0,-1
training_2025-06-14 12:21:01.302153.jpg,0,0
training_2025-06-14 12:21:01.969874.jpg,0,-1
training_2025-06-14 12:21:02.637809.jpg,0,0
training_2025-06-14 12:21:03.311959.jpg,0,-1
training_2025-06-14 12:21:04.073649.jpg,0,0
training_2025-06-14 12:21:04.725187.jpg,0,0
training_2025-06-14 12:21:05.397700.jpg,0,0
training_2025-06-14 12:21:06.068222.jpg,0,-1
training_2025-06-14 12:21:06.742945.jpg,0,0
training_2025-06-14 12:21:07.416767.jpg,0,0
training_2025-06-14 12:21:08.088776.jpg,0,-1
training_2025-06-14 12:21:08.757896.jpg,0,-1
training_2025-06-14 12:21:09.525269.jpg,0,0
training_2025-06-14 12:21:10.203625.jpg,0,0
training_2025-06-14 12:21:10.876728.jpg,0,0
training_2025-06-14 12:21:11.552582.jpg,0,-1
training_2025-06-14 12:21:12.225033.jpg,0,0
training_2025-06-14 12:21:12.894974.jpg,0,-1
training_2025-06-14 12:21:13.567206.jpg,0,0
training_2025-06-14 12:21:14.246091.jpg,0,0
training_2025-06-14 12:21:14.992202.jpg,0,-1
training_2025-06-14 12:21:15.651852.jpg,0,-1
training_2025-06-14 12:21:16.325283.jpg,0,0
training_2025-06-14 12:21:16.998311.jpg,0,0
training_2025-06-14 12:21:17.668725.jpg,0,0
training_2025-06-14 12:21:18.341873.jpg,0,0
training_2025-06-14 12:21:19.012018.jpg,0,-1
training_2025-06-14 12:21:19.685553.jpg,0,0
training_2025-06-14 12:21:20.464139.jpg,0,0
training_2025-06-14 12:21:21.136179.jpg,0,-1
training_2025-06-14 12:21:21.810726.jpg,0,0
training_2025-06-14 12:21:22.480644.jpg,0,-1
training_2025-06-14 12:21:23.155280.jpg,0,-1
training_2025-06-14 12:21:23.825365.jpg,0,0
training_2025-06-14 12:21:24.500863.jpg,0,0
training_2025-06-14 12:21:25.169197.jpg,0,0
training_2025-06-14 12:21:25.944050.jpg,0,0
training_2025-06-14 12:21:26.618603.jpg,0,0
training_2025-06-14 12:21:27.296013.jpg,0,-1
training_2025-06-14 12:21:27.965306.jpg,0,-1
training_2025-06-14 12:21:28.640138.jpg,0,0
training_2025-06-14 12:21:29.310272.jpg,0,0
training_2025-06-14 12:21:29.981895.jpg,0,-1
training_2025-06-14 12:21:30.655830.jpg,0,0
training_2025-06-14 12:21:31.406394.jpg,0,0
training_2025-06-14 12:21:32.080897.jpg,0,-1
training_2025-06-14 12:21:32.748071.jpg,0,0
training_2025-06-14 12:21:33.421513.jpg,0,0
training_2025-06-14 12:21:34.093720.jpg,0,-1
training_2025-06-14 12:21:34.771388.jpg,0,0
training_2025-06-14 12:21:35.435926.jpg,0,0
training_2025-06-14 12:21:36.107951.jpg,0,0
training_2025-06-14 12:21:36.880195.jpg,0,0
training_2025-06-14 12:21:37.553082.jpg,0,-1
training_2025-06-14 12:21:38.228815.jpg,0,-1
training_2025-06-14 12:21:38.900247.jpg,0,0
training_2025-06-14 12:21:39.571465.jpg,0,0
training_2025-06-14 12:21:40.243022.jpg,0,0
training_2025-06-14 12:21:40.916822.jpg,0,0
training_2025-06-14 12:21:41.586098.jpg,0,-1
training_2025-06-14 12:21:42.358834.jpg,0,-1
training_2025-06-14 12:21:43.032544.jpg,0,0
training_2025-06-14 12:21:43.711177.jpg,0,0
training_2025-06-14 12:21:44.378356.jpg,0,-1
training_2025-06-14 12:21:45.048876.jpg,0,0
training_2025-06-14 12:21:45.720448.jpg,0,0
training_2025-06-14 12:21:46.393312.jpg,0,-1
training_2025-06-14 12:21:47.065640.jpg,0,0
training_2025-06-14 12:21:47.810292.jpg,0,0
training_2025-06-14 12:21:48.479793.jpg,0,-1
training_2025-06-14 12:21:49.152731.jpg,0,0
training_2025-06-14 12:21:49.826567.jpg,0,0
training_2025-06-14 12:21:50.502784.jpg,0,-1
training_2025-06-14 12:21:51.173327.jpg,0,0
training_2025-06-14 12:21:51.846560.jpg,0,0
training_2025-06-14 12:21:52.516080.jpg,0,0
training_2025-06-14 12:21:53.289107.jpg,0,-1
training_2025-06-14 12:21:53.963166.jpg,0,-1
training_2025-06-14 12:21:54.632786.jpg,0,0
training_2025-06-14 12:21:55.306159.jpg,0,0
training_2025-06-14 12:21:55.981091.jpg,0,0
training_2025-06-14 12:21:56.654698.jpg,0,0
training_2025-06-14 12:21:57.323725.jpg,0,-1
training_2025-06-14 12:21:57.994697.jpg,0,-1
training_2025-06-14 12:21:58.759000.jpg,0,0
training_2025-06-14 12:21:59.407504.jpg,0,0
training_2025-06-14 12:22:00.079846.jpg,0,0
training_2025-06-14 12:22:00.748989.jpg,0,0
training_2025-06-14 12:22:01.423022.jpg,0,-1
training_2025-06-14 12:22:02.096391.jpg,0,-1
training_2025-06-14 12:22:02.776567.jpg,0,0
training_2025-06-14 12:22:03.444251.jpg,0,0
training_2025-06-14 12:22:04.210264.jpg,0,-1
training_2025-06-14 12:22:04.889109.jpg,0,-1
training_2025-06-14 12:22:05.568422.jpg,0,0
training_2025-06-14 12:22:06.237363.jpg,0,0
training_2025-06-14 12:22:06.912634.jpg,0,-1
training_2025-06-14 12:22:07.583095.jpg,0,0
training_2025-06-14 12:22:08.259202.jpg,0,0
training_2025-06-14 12:22:08.930290.jpg,0,0
training_2025-06-14 12:22:09.706709.jpg,0,-1
training_2025-06-14 12:22:10.380962.jpg,0,-1
training_2025-06-14 12:22:11.047290.jpg,0,0
training_2025-06-14 12:22:11.720518.jpg,0,0
training_2025-06-14 12:22:12.393687.jpg,0,0
training_2025-06-14 12:22:13.061555.jpg,0,-1
training_2025-06-14 12:22:13.737530.jpg,0,0
training_2025-06-14 12:22:14.406309.jpg,0,0
training_2025-06-14 12:22:15.178497.jpg,0,-1
training_2025-06-14 12:22:15.864481.jpg,0,0
training_2025-06-14 12:22:16.537266.jpg,0,0
training_2025-06-14 12:22:17.202071.jpg,0,-1
training_2025-06-14 12:22:17.876531.jpg,0,0
training_2025-06-14 12:22:18.548866.jpg,0,0
training_2025-06-14 12:22:19.218521.jpg,0,-1
training_2025-06-14 12:22:19.888745.jpg,0,0
training_2025-06-14 12:22:20.664617.jpg,0,0
training_2025-06-14 12:22:21.341628.jpg,0,-1
training_2025-06-14 12:22:22.012757.jpg,0,0
training_2025-06-14 12:22:22.684865.jpg,0,0
training_2025-06-14 12:22:23.356967.jpg,0,0
training_2025-06-14 12:22:24.033126.jpg,0,-1
training_2025-06-14 12:22:24.703591.jpg,0,-1
training_2025-06-14 12:22:25.373602.jpg,0,-1
training_2025-06-14 12:22:26.125525.jpg,0,0
training_2025-06-14 12:22:26.793605.jpg,0,0
training_2025-06-14 12:22:27.466029.jpg,0,0
training_2025-06-14 12:22:28.139555.jpg,0,0
training_2025-06-14 12:22:28.814948.jpg,0,-1
training_2025-06-14 12:22:29.487548.jpg,0,0
training_2025-06-14 12:22:30.151922.jpg,0,-1
training_2025-06-14 12:22:30.828438.jpg,0,-1
training_2025-06-14 12:22:31.596949.jpg,0,0
training_2025-06-14 12:22:32.274281.jpg,0,0
training_2025-06-14 12:22:32.945870.jpg,0,0
training_2025-06-14 12:22:33.621791.jpg,0,-1
training_2025-06-14 12:22:34.292976.jpg,0,0
training_2025-06-14 12:22:34.967820.jpg,0,-1
training_2025-06-14 12:22:35.636984.jpg,0,-1
training_2025-06-14 12:22:36.309956.jpg,0,0
training_2025-06-14 12:22:37.078618.jpg,0,0
training_2025-06-14 12:22:37.762872.jpg,0,0
training_2025-06-14 12:22:38.433501.jpg,0,0
training_2025-06-14 12:22:39.103239.jpg,0,0
training_2025-06-14 12:22:39.778149.jpg,0,-1
training_2025-06-14 12:22:40.452777.jpg,0,-1
training_2025-06-14 12:22:41.120784.jpg,0,-1
training_2025-06-14 12:22:41.795881.jpg,0,0
training_2025-06-14 12:22:42.540613.jpg,0,0
training_2025-06-14 12:22:43.211621.jpg,0,0
training_2025-06-14 12:22:43.879699.jpg,0,0
training_2025-06-14 12:22:44.553528.jpg,0,0
training_2025-06-14 12:22:45.228969.jpg,0,-1
training_2025-06-14 12:22:45.897984.jpg,0,-1
training_2025-06-14 12:22:46.571344.jpg,0,-1
training_2025-06-14 12:22:47.242196.jpg,0,-1
training_2025-06-14 12:22:48.010950.jpg,0,0
training_2025-06-14 12:22:48.688175.jpg,0,0
training_2025-06-14 12:22:49.360423.jpg,0,0
training_2025-06-14 12:22:50.035819.jpg,0,0
training_2025-06-14 12:22:50.708457.jpg,0,0
training_2025-06-14 12:22:51.377721.jpg,0,-1
training_2025-06-14 12:22:52.055730.jpg,0,0
training_2025-06-14 12:22:52.726255.jpg,0,0
training_2025-06-14 12:22:53.493699.jpg,0,-1
training_2025-06-14 12:22:54.177907.jpg,0,-1
training_2025-06-14 12:22:54.844179.jpg,0,0
training_2025-06-14 12:22:55.512201.jpg,0,0
training_2025-06-14 12:22:56.185919.jpg,0,-1
training_2025-06-14 12:22:56.856892.jpg,0,-1
training_2025-06-14 12:22:57.529949.jpg,0,0
training_2025-06-14 12:22:58.203381.jpg,0,0
training_2025-06-14 12:22:58.951716.jpg,0,0
training_2025-06-14 12:22:59.620065.jpg,0,0
training_2025-06-14 12:23:00.295992.jpg,0,0
training_2025-06-14 12:23:00.962489.jpg,0,-1
training_2025-06-14 12:23:01.643427.jpg,0,-1
training_2025-06-14 12:23:02.312528.jpg,0,-1
training_2025-06-14 12:23:02.985647.jpg,0,0
training_2025-06-14 12:23:03.654100.jpg,0,0
training_2025-06-14 12:23:04.430538.jpg,0,0
training_2025-06-14 12:23:05.106116.jpg,0,0
training_2025-06-14 12:23:05.776166.jpg,0,0
training_2025-06-14 12:23:06.446321.jpg,0,-1
training_2025-06-14 12:23:07.120424.jpg,0,-1
training_2025-06-14 12:23:07.793349.jpg,0,-1
training_2025-06-14 12:23:08.468033.jpg,0,0
training_2025-06-14 12:23:09.136653.jpg,0,0
training_2025-06-14 12:23:09.909375.jpg,0,0
training_2025-06-14 12:23:10.588707.jpg,0,0
training_2025-06-14 12:23:11.258517.jpg,0,0
training_2025-06-14 12:23:11.931457.jpg,0,-1
training_2025-06-14 12:23:12.603251.jpg,0,-1
training_2025-06-14 12:23:13.272673.jpg,0,0
training_2025-06-14 12:23:13.948954.jpg,0,0
training_2025-06-14 12:23:14.618261.jpg,0,-1
training_2025-06-14 12:23:15.365180.jpg,0,0
training_2025-06-14 12:23:16.040065.jpg,0,0
training_2025-06-14 12:23:16.711776.jpg,0,0
training_2025-06-14 12:23:17.382486.jpg,0,0
training_2025-06-14 12:23:18.059809.jpg,0,-1
training_2025-06-14 12:23:18.729884.jpg,0,-1
training_2025-06-14 12:23:19.406121.jpg,0,0
training_2025-06-14 12:23:20.077348.jpg,0,0
training_2025-06-14 12:23:20.846018.jpg,0,0
training_2025-06-14 12:23:21.525237.jpg,0,-1
training_2025-06-14 12:23:22.196299.jpg,0,-1
training_2025-06-14 12:23:22.870686.jpg,0,-1
training_2025-06-14 12:23:23.544446.jpg,0,0
training_2025-06-14 12:23:24.212862.jpg,0,0
training_2025-06-14 12:23:24.886651.jpg,0,0
training_2025-06-14 12:23:25.560653.jpg,0,0
training_2025-06-14 12:23:26.334583.jpg,0,0
training_2025-06-14 12:23:27.011934.jpg,0,-1
training_2025-06-14 12:23:27.683399.jpg,0,-1
training_2025-06-14 12:23:28.354846.jpg,0,-1
training_2025-06-14 12:23:29.025499.jpg,0,0
training_2025-06-14 12:23:29.703923.jpg,0,0
training_2025-06-14 12:23:30.369735.jpg,0,0
training_2025-06-14 12:23:31.042981.jpg,0,-1
training_2025-06-14 12:23:31.815072.jpg,0,0
training_2025-06-14 12:23:32.492281.jpg,0,0
training_2025-06-14 12:23:33.166743.jpg,0,-1
training_2025-06-14 12:23:33.836397.jpg,0,0
training_2025-06-14 12:23:34.510941.jpg,0,-1
training_2025-06-14 12:23:35.184980.jpg,0,0
training_2025-06-14 12:23:35.858077.jpg,0,-1
training_2025-06-14 12:23:36.530508.jpg,0,0
training_2025-06-14 12:23:37.275013.jpg,0,0
training_2025-06-14 12:23:37.944285.jpg,0,0
training_2025-06-14 12:23:38.615999.jpg,0,-1
training_2025-06-14 12:23:39.284029.jpg,0,-1
training_2025-06-14 12:23:39.958996.jpg,0,0
training_2025-06-14 12:23:40.628744.jpg,0,0
training_2025-06-14 12:23:41.302910.jpg,0,0
training_2025-06-14 12:23:41.980074.jpg,0,-1
training_2025-06-14 12:23:42.745653.jpg,0,-1
training_2025-06-14 12:23:43.419791.jpg,0,0
training_2025-06-14 12:23:44.091264.jpg,0,0
training_2025-06-14 12:23:44.767271.jpg,0,-1
training_2025-06-14 12:23:45.442121.jpg,0,0
training_2025-06-14 12:23:46.112740.jpg,0,0
training_2025-06-14 12:23:46.781221.jpg,0,0
training_2025-06-14 12:23:47.456485.jpg,0,-1
training_2025-06-14 12:23:48.228057.jpg,0,-1
training_2025-06-14 12:23:48.902419.jpg,0,-1
training_2025-06-14 12:23:49.572791.jpg,0,0
training_2025-06-14 12:23:50.244901.jpg,0,0
training_2025-06-14 12:23:50.917129.jpg,0,0
training_2025-06-14 12:23:51.595339.jpg,0,0
training_2025-06-14 12:23:52.270815.jpg,0,-1
training_2025-06-14 12:23:52.934153.jpg,0,0
training_2025-06-14 12:23:53.691030.jpg,0,-1
training_2025-06-14 12:23:54.355593.jpg,0,0
training_2025-06-14 12:23:55.021765.jpg,0,0
training_2025-06-14 12:23:55.698251.jpg,0,-1
training_2025-06-14 12:23:56.371808.jpg,0,-1
training_2025-06-14 12:23:57.039631.jpg,0,0
training_2025-06-14 12:23:57.717427.jpg,0,0
training_2025-06-14 12:23:58.381670.jpg,0,0
training_2025-06-14 12:23:59.154461.jpg,0,0
training_2025-06-14 12:23:59.827835.jpg,0,-1
training_2025-06-14 12:24:00.504206.jpg,0,-1
training_2025-06-14 12:24:01.174700.jpg,0,0
training_2025-06-14 12:24:01.850314.jpg,0,0
training_2025-06-14 12:24:02.520401.jpg,0,0
training_2025-06-14 12:24:03.193548.jpg,0,-1
training_2025-06-14 12:24:03.864791.jpg,0,0
training_2025-06-14 12:24:04.637788.jpg,0,-1
training_2025-06-14 12:24:05.314099.jpg,0,-1
training_2025-06-14 12:24:05.985565.jpg,0,0
training_2025-06-14 12:24:06.661222.jpg,0,0
training_2025-06-14 12:24:07.333544.jpg,0,0
training_2025-06-14 12:24:08.005872.jpg,0,0
training_2025-06-14 12:24:08.672795.jpg,0,0
training_2025-06-14 12:24:09.346213.jpg,0,-1
training_2025-06-14 12:24:10.098261.jpg,0,-1
training_2025-06-14 12:24:10.761223.jpg,0,-1
training_2025-06-14 12:24:11.434929.jpg,0,0
training_2025-06-14 12:24:12.105803.jpg,0,0
training_2025-06-14 12:24:12.778667.jpg,0,-1
training_2025-06-14 12:24:13.451236.jpg,0,-1
training_2025-06-14 12:24:14.125272.jpg,0,0
training_2025-06-14 12:24:14.799488.jpg,0,0
training_2025-06-14 12:24:15.565059.jpg,0,-1
training_2025-06-14 12:24:16.244342.jpg,0,0
training_2025-06-14 12:24:16.913575.jpg,0,-1
training_2025-06-14 12:24:17.586315.jpg,0,-1
training_2025-06-14 12:24:18.258008.jpg,0,0
training_2025-06-14 12:24:18.932634.jpg,0,0
training_2025-06-14 12:24:19.603700.jpg,0,0
training_2025-06-14 12:24:20.278964.jpg,0,0
training_2025-06-14 12:24:21.046850.jpg,0,-1
training_2025-06-14 12:24:21.720630.jpg,0,-1
training_2025-06-14 12:24:22.391558.jpg,0,0
training_2025-06-14 12:24:23.070354.jpg,0,0
training_2025-06-14 12:24:23.739416.jpg,0,0
training_2025-06-14 12:24:24.413759.jpg,0,0
training_2025-06-14 12:24:25.088622.jpg,0,0
training_2025-06-14 12:24:25.760817.jpg,0,-1
training_2025-06-14 12:24:26.509303.jpg,0,-1
training_2025-06-14 12:24:27.175331.jpg,0,0
training_2025-06-14 12:24:27.846348.jpg,0,0
training_2025-06-14 12:24:28.518883.jpg,0,-1
training_2025-06-14 12:24:29.194517.jpg,0,-1
training_2025-06-14 12:24:29.859337.jpg,0,-1
training_2025-06-14 12:24:30.529764.jpg,0,0
training_2025-06-14 12:24:31.203556.jpg,0,0
training_2025-06-14 12:24:31.971685.jpg,0,0
training_2025-06-14 12:24:32.654322.jpg,0,0
training_2025-06-14 12:24:33.324690.jpg,0,0
training_2025-06-14 12:24:33.997878.jpg,0,0
training_2025-06-14 12:24:34.674596.jpg,0,-1
training_2025-06-14 12:24:35.344826.jpg,0,-1
training_2025-06-14 12:24:36.016047.jpg,0,0
training_2025-06-14 12:24:36.688349.jpg,0,0
training_2025-06-14 12:24:37.467890.jpg,0,-1
training_2025-06-14 12:24:38.139574.jpg,0,0
training_2025-06-14 12:24:38.812086.jpg,0,0
training_2025-06-14 12:24:39.481690.jpg,0,-1
training_2025-06-14 12:24:40.153330.jpg,0,0
training_2025-06-14 12:24:40.826012.jpg,0,0
training_2025-06-14 12:24:41.497323.jpg,0,0
training_2025-06-14 12:24:42.169252.jpg,0,-1
training_2025-06-14 12:24:42.919713.jpg,0,-1
training_2025-06-14 12:24:43.591788.jpg,0,0
training_2025-06-14 12:24:44.262245.jpg,0,0
training_2025-06-14 12:24:44.932780.jpg,0,0
training_2025-06-14 12:24:45.610316.jpg,0,0
training_2025-06-14 12:24:46.278485.jpg,0,0
training_2025-06-14 12:24:46.952421.jpg,0,-1
training_2025-06-14 12:24:47.630813.jpg,0,-1
training_2025-06-14 12:24:48.403238.jpg,0,-1
training_2025-06-14 12:24:49.072203.jpg,0,0
training_2025-06-14 12:24:49.745212.jpg,0,0
training_2025-06-14 12:24:50.416519.jpg,0,0
training_2025-06-14 12:24:51.091574.jpg,0,0
training_2025-06-14 12:24:51.763138.jpg,0,0
training_2025-06-14 12:24:52.438222.jpg,0,-1
training_2025-06-14 12:24:53.111835.jpg,0,-1
training_2025-06-14 12:24:53.874952.jpg,0,0
training_2025-06-14 12:24:54.553732.jpg,0,0
training_2025-06-14 12:24:55.227407.jpg,0,0
training_2025-06-14 12:24:55.896716.jpg,0,-1
training_2025-06-14 12:24:56.570833.jpg,0,0
training_2025-06-14 12:24:57.245614.jpg,0,0
training_2025-06-14 12:24:57.914245.jpg,0,-1
training_2025-06-14 12:24:58.590584.jpg,0,-1
training_2025-06-14 12:24:59.334751.jpg,0,-1
training_2025-06-14 12:25:00.002168.jpg,0,-1
training_2025-06-14 12:25:00.679112.jpg,0,0
training_2025-06-14 12:25:01.350596.jpg,0,0
training_2025-06-14 12:25:02.025402.jpg,0,0
training_2025-06-14 12:25:02.689096.jpg,0,0
training_2025-06-14 12:25:03.360599.jpg,0,0
training_2025-06-14 12:25:04.035602.jpg,0,0
training_2025-06-14 12:25:04.805400.jpg,0,-1
training_2025-06-14 12:25:05.482400.jpg,0,0
training_2025-06-14 12:25:06.154779.jpg,0,0
training_2025-06-14 12:25:06.830764.jpg,0,-1
training_2025-06-14 12:25:07.503762.jpg,0,-1
training_2025-06-14 12:25:08.175580.jpg,0,-1
training_2025-06-14 12:25:08.844460.jpg,0,0
training_2025-06-14 12:25:09.518786.jpg,0,0
training_2025-06-14 12:25:10.282619.jpg,0,0
training_2025-06-14 12:25:10.961081.jpg,0,-1
training_2025-06-14 12:25:11.633728.jpg,0,0
training_2025-06-14 12:25:12.307489.jpg,0,0
training_2025-06-14 12:25:12.976095.jpg,0,0
training_2025-06-14 12:25:13.653417.jpg,0,-1
training_2025-06-14 12:25:14.327932.jpg,0,-1
training_2025-06-14 12:25:14.996442.jpg,0,0
training_2025-06-14 12:25:15.738643.jpg,0,0
training_2025-06-14 12:25:16.414868.jpg,0,0
training_2025-06-14 12:25:17.088185.jpg,0,-1
training_2025-06-14 12:25:17.761269.jpg,0,-1
training_2025-06-14 12:25:18.436718.jpg,0,0
training_2025-06-14 12:25:19.103991.jpg,0,0
training_2025-06-14 12:25:19.780089.jpg,0,0
training_2025-06-14 12:25:20.448767.jpg,0,-1
training_2025-06-14 12:25:21.226269.jpg,0,0
training_2025-06-14 12:25:21.899503.jpg,0,0
training_2025-06-14 12:25:22.572508.jpg,0,0
training_2025-06-14 12:25:23.238099.jpg,0,-1
training_2025-06-14 12:25:23.907102.jpg,0,-1
training_2025-06-14 12:25:24.580045.jpg,0,-1
training_2025-06-14 12:25:25.251004.jpg,0,-1
training_2025-06-14 12:25:25.923857.jpg,0,0
training_2025-06-14 12:25:26.695057.jpg,0,0
training_2025-06-14 12:25:27.374701.jpg,0,0
training_2025-06-14 12:25:28.051640.jpg,0,0
training_2025-06-14 12:25:28.716403.jpg,0,0
training_2025-06-14 12:25:29.396713.jpg,0,-1
training_2025-06-14 12:25:30.060158.jpg,0,0
training_2025-06-14 12:25:30.736808.jpg,0,-1
training_2025-06-14 12:25:31.408639.jpg,0,-1
training_2025-06-14 12:25:32.153301.jpg,0,0
training_2025-06-14 12:25:32.822361.jpg,0,0
training_2025-06-14 12:25:33.494355.jpg,0,-1
training_2025-06-14 12:25:34.168716.jpg,0,0
training_2025-06-14 12:25:34.840407.jpg,0,0
training_2025-06-14 12:25:35.509473.jpg,0,-1
training_2025-06-14 12:25:36.183276.jpg,0,0
training_2025-06-14 12:25:36.848470.jpg,0,0
training_2025-06-14 12:25:37.617341.jpg,0,-1
training_2025-06-14 12:25:38.299998.jpg,0,0
training_2025-06-14 12:25:38.967226.jpg,0,0
training_2025-06-14 12:25:39.645487.jpg,0,0
training_2025-06-14 12:25:40.312702.jpg,0,-1
training_2025-06-14 12:25:40.984871.jpg,0,0
training_2025-06-14 12:25:41.661145.jpg,0,-1
training_2025-06-14 12:25:42.329795.jpg,0,-1
training_2025-06-14 12:25:43.098804.jpg,0,0
training_2025-06-14 12:25:43.773924.jpg,0,0
training_2025-06-14 12:25:44.446233.jpg,0,0
training_2025-06-14 12:25:45.117531.jpg,0,0
training_2025-06-14 12:25:45.789486.jpg,0,-1
training_2025-06-14 12:25:46.463368.jpg,0,-1
training_2025-06-14 12:25:47.138689.jpg,0,0
training_2025-06-14 12:25:47.805878.jpg,0,0
training_2025-06-14 12:25:48.555579.jpg,0,0
training_2025-06-14 12:25:49.224604.jpg,0,0
training_2025-06-14 12:25:49.899432.jpg,0,0
training_2025-06-14 12:25:50.567034.jpg,0,-1
training_2025-06-14 12:25:51.237272.jpg,0,-1
training_2025-06-14 12:25:51.914513.jpg,0,0
training_2025-06-14 12:25:52.585693.jpg,0,0
training_2025-06-14 12:25:53.256652.jpg,0,0
training_2025-06-14 12:25:54.031960.jpg,0,0
training_2025-06-14 12:25:54.703364.jpg,0,-1
training_2025-06-14 12:25:55.374499.jpg,0,0
training_2025-06-14 12:25:56.047960.jpg,0,0
training_2025-06-14 12:25:56.721243.jpg,0,0
training_2025-06-14 12:25:57.392752.jpg,0,-1
training_2025-06-14 12:25:58.058600.jpg,0,0
training_2025-06-14 12:25:58.740179.jpg,0,0
training_2025-06-14 12:25:59.507005.jpg,0,0
training_2025-06-14 12:26:00.180436.jpg,0,-1
training_2025-06-14 12:26:00.851571.jpg,0,-1
training_2025-06-14 12:26:01.525541.jpg,0,0
training_2025-06-14 12:26:02.201951.jpg,0,0
training_2025-06-14 12:26:02.869911.jpg,0,0
training_2025-06-14 12:26:03.545056.jpg,0,-1
training_2025-06-14 12:26:04.218939.jpg,0,0
training_2025-06-14 12:26:04.964502.jpg,0,0
training_2025-06-14 12:26:05.630085.jpg,0,0
training_2025-06-14 12:26:06.299586.jpg,0,0
training_2025-06-14 12:26:06.972773.jpg,0,-1
training_2025-06-14 12:26:07.648785.jpg,0,-1
training_2025-06-14 12:26:08.318942.jpg,0,0
training_2025-06-14 12:26:08.989099.jpg,0,0
training_2025-06-14 12:26:09.663999.jpg,0,-1
training_2025-06-14 12:26:10.433015.jpg,0,-1
training_2025-06-14 12:26:11.111103.jpg,0,0
training_2025-06-14 12:26:11.782764.jpg,0,0
training_2025-06-14 12:26:12.451821.jpg,0,0
training_2025-06-14 12:26:13.132526.jpg,0,0
training_2025-06-14 12:26:13.802242.jpg,0,-1
training_2025-06-14 12:26:14.477223.jpg,0,-1
training_2025-06-14 12:26:15.148742.jpg,0,0
training_2025-06-14 12:26:15.914217.jpg,0,0
training_2025-06-14 12:26:16.591150.jpg,0,-1
training_2025-06-14 12:26:17.260351.jpg,0,0
training_2025-06-14 12:26:17.934541.jpg,0,0
training_2025-06-14 12:26:18.612385.jpg,0,0
training_2025-06-14 12:26:19.281315.jpg,0,-1
training_2025-06-14 12:26:20.017056.jpg,0,-1
training_2025-06-14 12:26:20.689353.jpg,0,0
training_2025-06-14 12:26:21.461634.jpg,0,0
training_2025-06-14 12:26:22.139047.jpg,0,0
training_2025-06-14 12:26:22.815728.jpg,0,-1
training_2025-06-14 12:26:23.487056.jpg,0,0
training_2025-06-14 12:26:24.158503.jpg,0,0
training_2025-06-14 12:26:24.831770.jpg,0,0
training_2025-06-14 12:26:25.501567.jpg,0,-1
training_2025-06-14 12:26:26.174743.jpg,0,-1
training_2025-06-14 12:26:26.952225.jpg,0,-1
training_2025-06-14 12:26:27.623984.jpg,0,0
training_2025-06-14 12:26:28.299245.jpg,0,0
training_2025-06-14 12:26:28.969492.jpg,0,0
training_2025-06-14 12:26:29.641671.jpg,0,0
training_2025-06-14 12:26:30.316267.jpg,0,0
training_2025-06-14 12:26:30.987703.jpg,0,0
training_2025-06-14 12:26:31.658141.jpg,0,-1
training_2025-06-14 12:26:32.435002.jpg,0,-1
training_2025-06-14 12:26:33.107206.jpg,0,-1
training_2025-06-14 12:26:33.783017.jpg,0,0
training_2025-06-14 12:26:34.453893.jpg,0,0
training_2025-06-14 12:26:35.128924.jpg,0,0
training_2025-06-14 12:26:35.797095.jpg,0,0
training_2025-06-14 12:26:36.470588.jpg,0,-1
training_2025-06-14 12:26:37.145683.jpg,0,0
training_2025-06-14 12:26:37.918492.jpg,0,0
training_2025-06-14 12:26:38.598376.jpg,0,-1
training_2025-06-14 12:26:39.267428.jpg,0,-1
training_2025-06-14 12:26:39.938193.jpg,0,-1
training_2025-06-14 12:26:40.611669.jpg,0,0
training_2025-06-14 12:26:41.286814.jpg,0,0
training_2025-06-14 12:26:41.956084.jpg,0,0
training_2025-06-14 12:26:42.628970.jpg,0,0
training_2025-06-14 12:26:43.383541.jpg,0,0
training_2025-06-14 12:26:44.048038.jpg,0,-1
training_2025-06-14 12:26:44.721850.jpg,0,0
training_2025-06-14 12:26:45.393302.jpg,0,0
training_2025-06-14 12:26:46.069558.jpg,0,-1
training_2025-06-14 12:26:46.736789.jpg,0,0
training_2025-06-14 12:26:47.414076.jpg,0,0
training_2025-06-14 12:26:48.085791.jpg,0,0
